video_id,video_title,channel_id,channel_name,subscriber_count,publish_date,video_url,duration,view_count,like_count,comment_count,tags,category,thumbnail_url,keyword,collection_date,duration_seconds,duration_category,day_cleaned,month_cleaned,year_cleaned
YSRedXEj45w,The Uncomfortable Truth About the Data Job Market in 2026,UCIB_kEcgT-lkTi14cqq4XqA,Mansi G.,58100,2026-06-11T05:30:23Z,https://www.youtube.com/watch?v=YSRedXEj45w,00:14:20,27639,1373,209,Career|Job|Data Analytics|Data Analyst|Powe bi|Data Science|Interview|Fresher|India too many data analysts|analytical thinking data analyst India|data analyst not getting hired India|data operator vs analytical thinker|data analyst skills gap India 2026|why data analyst jobs hard to get India|analytical thinking skills data|data analyst job market India 2026|data analyst oversupply India|how to think analytically data analytics|Mansi G,Education,https://i.ytimg.com/vi/YSRedXEj45w/hqdefault.jpg,data analyst,2026-08-11,860,Short Video (5-30 minutes),11,6,2026
LSSXfwQKfyg,"2026 FREE Data Analyst Bootcamp [23+ Hours] | SQL, Python, Pandas, Power BI, DAX & Real Projects",UCk7NcgnqCmui1AV7MTXZwOw,Ankit Bansal,185000,2026-06-25T04:43:26Z,https://www.youtube.com/watch?v=LSSXfwQKfyg,22:59:22,26184,1175,154,sql interview questions|sql interview questions and answers|sql|data analytics|data analyst bootcamp|free data analyst bootcamp,Education,https://i.ytimg.com/vi/LSSXfwQKfyg/hqdefault.jpg,data analyst,2026-08-11,82762,Long Video (1 hour or more),25,6,2026
QPaVXiDpdTo,The ONLY 5 Skills Every Data Analyst Needs in 2026,UC9-dovPdcjK2rJHwer-YHiQ,Data Logic With Shivam,20100,2026-06-15T10:30:54Z,https://www.youtube.com/watch?v=QPaVXiDpdTo,00:19:23,25583,1388,252,data analyst|data analyst skills|data analyst roadmap|data analyst roadmap 2026|data analytics|data analyst interview|sql for data analyst|power bi|communication skills|data analyst jobs|data analyst career|data analyst for beginners|data analyst career path|prompt engineering|data analyst projects|data analytics roadmap 2026|how to become data analyst|data analyst certification|career switch to data analyst|skills for data analyst,Education,https://i.ytimg.com/vi/QPaVXiDpdTo/hqdefault.jpg,data analyst,2026-08-11,1163,Short Video (5-30 minutes),15,6,2026
CwbYifgaC48,Best Cities For Data Analysts,UCYJhto4Of0p8eKKxmB2un9g,FrontLinesMedia,511000,2026-06-14T11:45:25Z,https://www.youtube.com/watch?v=CwbYifgaC48,00:00:38,23864,764,10,data analyst jobs india|data analytics jobs|data science jobs india|business analyst jobs|top cities for data analyst|best cities for data jobs|data analytics career|data analyst roadmap|data science career|analytics career india|business intelligence jobs|power bi jobs india|sql jobs india|python jobs india|freshers data analyst jobs|data analyst salary india|data analytics roadmap|tech jobs india|career guidance india|data science career roadmap,Education,https://i.ytimg.com/vi/CwbYifgaC48/hqdefault.jpg,data analyst,2026-08-11,38,Very Short Video (Less than 5 minutes),14,6,2026
LrxMw3PFKUs,Report Making Part Time Work From Home Job | Data Analyst Job | Work From Home Job 2026,UCibCSNcXW3pg8FcNJe4_JNw,Naveen Sir,121000,2026-06-19T10:56:23Z,https://www.youtube.com/watch?v=LrxMw3PFKUs,00:08:03,23202,299,51,Report Making|Part Time Job|Work From Home|Data Analyst|Data Entry|Remote Job|Online Job|WFH Jobs|Freshers Jobs|Students Jobs|Work From Home India|Data Analyst Job|Report Preparation|Excel Work|Online Earning|Home Based Job|Freelance Work|Virtual Job|June 2026 Jobs|Hiring Now|Apply Now|Work from Home job|Work at Home|Data analyst job|Work from Home data analyst|infinity info|naveen sir,Education,https://i.ytimg.com/vi/LrxMw3PFKUs/hqdefault.jpg,data analyst,2026-08-11,483,Short Video (5-30 minutes),19,6,2026
ojcFEDqEa8M,How to become a Data Analyst in 2026? || Salary 6 LPA ? || No Coding,UCFAr3FQxRhSzVNOD3vq1gMQ,Learn With Lokesh Lalwani,1540000,2026-06-30T12:30:06Z,https://www.youtube.com/watch?v=ojcFEDqEa8M,00:07:20,22740,1049,126,dataanalyst|dataanalytics|careergrowth|careerguidance|jobs2026|analytics|sql|powerbi|excel|fresherjobs|careerswitch|jobready,Education,https://i.ytimg.com/vi/ojcFEDqEa8M/hqdefault.jpg,data analyst,2026-08-11,440,Short Video (5-30 minutes),30,6,2026
6870CDAkgWc,RBI Young Professional Recruitment 2026  | ₹1.5 Lakh/Month Salary | Freshers Eligible,UCPcM4eZy-tDGC84M29y53lg,Insights with Vansh,7630,2026-06-18T12:08:34Z,https://www.youtube.com/watch?v=6870CDAkgWc,00:13:56,21361,490,92,RBI Young Professional Recruitment 2026|RBI Young Professional 2026|RBI Recruitment 2026|RBI Jobs 2026|RBI Young Professional Salary|RBI Young Professional Eligibility|RBI Young Professional Application Process|Government Jobs 2026|Freshers Jobs 2026|Data Science Jobs India|Economics Jobs India|Finance Jobs India|AI Jobs India|High Paying Government Jobs|RBI Recruitment for Freshers,Education,https://i.ytimg.com/vi/6870CDAkgWc/hqdefault.jpg,data analyst,2026-08-11,836,Short Video (5-30 minutes),18,6,2026
tHMX6PCzlUM,The Data Analyst | 49th Team | FIFA World Cup 2026 | #Shorts,UCFg3rtPVsLpWsaO7kTURikw,현대자동차그룹(HYUNDAI),2200000,2026-06-19T01:01:12Z,https://www.youtube.com/watch?v=tHMX6PCzlUM,00:00:30,21158,21,0,모빌리티|자동차|현대자동차그룹|현대차그룹|HMG|Hyundai Motor Group|현대차|기아|제네시스|현대자동차|hyundai|kia|genesis|sdv|로보틱스|robotics|전동화|hmgma|hmgics|pbv|aam|uam|htwo|현대,Autos & Vehicles,https://i.ytimg.com/vi/tHMX6PCzlUM/hqdefault.jpg,data analyst,2026-08-11,30,Very Short Video (Less than 5 minutes),19,6,2026
jYRlmMMJecE,Free Data Analyst Certification by ISRO  #ISRO #FreeCourse,UCBm0hPI-ykEloE6c8Tf15Vw,Tricky Man,744000,2026-06-12T09:15:49Z,https://www.youtube.com/watch?v=jYRlmMMJecE,00:00:44,20881,636,80,#Trickyman|Piyush Sharma,Education,https://i.ytimg.com/vi/jYRlmMMJecE/hqdefault.jpg,data analyst,2026-08-11,44,Very Short Video (Less than 5 minutes),12,6,2026
Z988hSJWSsM,Reality of Salaries in the DATA field! #declining,UCIB_kEcgT-lkTi14cqq4XqA,Mansi G.,58100,2026-06-05T05:30:06Z,https://www.youtube.com/watch?v=Z988hSJWSsM,00:16:35,18059,989,314,Career|Job|Data Analytics|Data Analyst|data analyst salary in india|data analyst salary india 2025|data analyst salary fresher india|data analyst salary after 2 years|data analyst salary hike|data analytics career india|how much does a data analyst earn in india|data analyst ctc india|data analyst salary glassdoor india|power bi salary india|sql data analyst salary|fresher data analyst package|it company vs product company salary|bangalore data analyst salary,Education,https://i.ytimg.com/vi/Z988hSJWSsM/hqdefault.jpg,data analyst,2026-08-11,995,Short Video (5-30 minutes),5,6,2026
hrWIQ71MFCs,How to Get a Remote Data Analyst Job in 2026 (Step-by-Step Guide for Freshers),UCQhpnItclGAUn4NdGGcEyPQ,Shakra Shamim,79700,2026-06-02T12:58:17Z,https://www.youtube.com/watch?v=hrWIQ71MFCs,00:09:25,16755,799,51,how to get remote job as a fresher|how to get remote jobs in usa from india|how to get remote jobs in india|data analyst remote jobs for freshers|how to get remote job in 2026|data analyst remote job|remote job in 2026|how to crack remote job as a data analyst,Education,https://i.ytimg.com/vi/hrWIQ71MFCs/hqdefault.jpg,data analyst,2026-08-11,565,Short Video (5-30 minutes),2,6,2026
QePrHo92ogM,Advanced Excel Charts for Dashboards - Free Masterclass for Data Analysts,UC8uU_wruBMHeeRma49dtZKA,Chandoo,877000,2026-06-27T19:15:50Z,https://www.youtube.com/watch?v=QePrHo92ogM,01:51:16,16141,950,30,data analysis|learn excel|chandoo|excel charts|advanced excel charts|excel dashboard tutorial|excel data analysis,Education,https://i.ytimg.com/vi/QePrHo92ogM/hqdefault.jpg,data analyst,2026-08-11,6676,Long Video (1 hour or more),27,6,2026
xOqF_MKXX3U,What is Microsoft Fabric? Every Fresher Data Analyst Must Watch This | EP 01,UCIB_kEcgT-lkTi14cqq4XqA,Mansi G.,58100,2026-06-21T04:30:06Z,https://www.youtube.com/watch?v=xOqF_MKXX3U,00:15:18,15248,769,247,Career|Job|Data Analytics|Data Analyst|Powe bi|Interview|Fresher|Microsoft Fabric|Microsoft Fabric tutorial|Microsoft Fabric for beginners|what is Microsoft Fabric|Microsoft Fabric data engineering|Microsoft Fabric vs Azure Synapse|data analyst roadmap|DP-600|Microsoft Fabric certification|Fabric Lakehouse|Fabric Data Warehouse|data analyst resume|fresher data analyst|data analytics career India|learn Microsoft Fabric|Microsoft Fabric full course,Education,https://i.ytimg.com/vi/xOqF_MKXX3U/hqdefault.jpg,data analyst,2026-08-11,918,Short Video (5-30 minutes),21,6,2026
KTlOlX_sabU,I Take Data Analyst Interviews: 5 Mistakes That Reject Freshers,UC9-dovPdcjK2rJHwer-YHiQ,Data Logic With Shivam,20100,2026-06-01T14:30:06Z,https://www.youtube.com/watch?v=KTlOlX_sabU,00:15:31,15023,900,92,data analyst interview|data analyst career|data analyst roadmap|power bi interview questions|data analytics career|how to become data analyst|data analyst resume|sql for data analyst|data analyst hiring,Education,https://i.ytimg.com/vi/KTlOlX_sabU/hqdefault.jpg,data analyst,2026-08-11,931,Short Video (5-30 minutes),1,6,2026
1cILoPjbIg4,The Data Analyst | 49th Team | FIFA World Cup 2026 | #Shorts,UCP9ejqW5kzOIl33vpCPQ-kw,Hyundai Motor Group,2430000,2026-06-19T01:00:42Z,https://www.youtube.com/watch?v=1cILoPjbIg4,00:00:30,14932,11,0,HMG|HMG TECH|TECH|CAR TECH|NEW TECH|Future Technology|Technology|hyundaimotorgroup|hyundai|Kia|GENESIS,Autos & Vehicles,https://i.ytimg.com/vi/1cILoPjbIg4/hqdefault.jpg,data analyst,2026-08-11,30,Very Short Video (Less than 5 minutes),19,6,2026
MmLQuXITcp0,Everyone wants to become a data analyst or data engineer… But only few knows What is ETL ?,UCwr-evhuzGZgDFrq_1pLt_A,Error Makes Clever,1260000,2026-06-06T12:00:15Z,https://www.youtube.com/watch?v=MmLQuXITcp0,00:00:57,14506,273,15,Data structure|ETL|Data scientist,Education,https://i.ytimg.com/vi/MmLQuXITcp0/hqdefault.jpg,data analyst,2026-08-11,57,Very Short Video (Less than 5 minutes),6,6,2026
isgjEhE3hnU,"How to Get Your FIRST Data Analyst Job: Interview Questions, Skills & Hiring Strategy",UC0T6MVd3wQDB5ICAe45OxaQ,WsCube Tech,4440000,2026-06-03T13:30:20Z,https://www.youtube.com/watch?v=isgjEhE3hnU,00:37:18,14081,448,41,data analyst|data analyst roadmap 2026|data analytics career|data analyst job|mechanical engineer to data analyst|career switch to data analytics|data analyst success story|data analytics roadmap|data analyst interview|data analyst skills|data analyst salary|data analyst fresher|wscube tech|wscube tech course review|wscube data analytics course review|data analytics interview questions|data analyst interview mock|become a data analyst|data analytics,Education,https://i.ytimg.com/vi/isgjEhE3hnU/hqdefault.jpg,data analyst,2026-08-11,2238,Medium Video (30-60 minutes),3,6,2026
y_A-GBWTL2k,I Reviewed Tutedude So You Don't Have To! #dataanlysis,UC3jRTLRqVxbB0KjPM65aMtA,Sneha Singh Balyan,1440,2026-06-08T09:52:21Z,https://www.youtube.com/watch?v=y_A-GBWTL2k,00:03:01,14045,154,28,,Education,https://i.ytimg.com/vi/y_A-GBWTL2k/hqdefault.jpg,data analyst,2026-08-11,181,Very Short Video (Less than 5 minutes),8,6,2026
IJDWL1Ksdr4,Report Making Part Time Work From Home Job | Data Analyst Job | Work From Home Job 2026,UCibCSNcXW3pg8FcNJe4_JNw,Naveen Sir,121000,2026-06-10T06:53:34Z,https://www.youtube.com/watch?v=IJDWL1Ksdr4,00:05:50,13229,229,59,Report Making|Part Time Job|Work From Home|Data Analyst|Data Entry|Remote Job|Online Job|WFH Jobs|Freshers Jobs|Students Jobs|Work From Home India|Data Analyst Job|Report Preparation|Excel Work|Online Earning|Home Based Job|Freelance Work|Virtual Job|June 2026 Jobs|Hiring Now|Apply Now|Work from Home job|Work at Home|Data analyst job|Work from Home data analyst|infinity info|naveen sir,Education,https://i.ytimg.com/vi/IJDWL1Ksdr4/hqdefault.jpg,data analyst,2026-08-11,350,Short Video (5-30 minutes),10,6,2026
UC0WH80O7-0,Non IT వాళ్ళకి Software Job వస్తుందా | Data Analyst Coaching in Hyderabad | Data Analyst Jobs | CYC,UC2cIYtzg3PfVZdnjepLoSLQ,CYC Official ,124000,2026-06-24T04:08:24Z,https://www.youtube.com/watch?v=UC0WH80O7-0,00:28:51,13076,61,1,Top Data Analyst coaching in Hyderabad|Top 10 Data Analyst Training institutes in KPHB|Data Analyst Jobs in Hyderabad|Data Analyst institutes in KPHB|Best Data Analyst course in Hyderabad|Data Analyst training in Hyderabad|Data Analyst coaching in KPHB|Data Analyst training in Hitech City|Data Analyst jobs for freshers in Hyderabad|Junior Data Analyst jobs in Hyderabad|Data Analyst internship in Hyderabad|Data Analyst course with placement in Hyderabad,Education,https://i.ytimg.com/vi/UC0WH80O7-0/hqdefault.jpg,data analyst,2026-08-11,1731,Short Video (5-30 minutes),24,6,2026
Lo1_qIYLlTI,Do This To Get FIRST DATA ANALYST JOB!,UCV2On_SjdqwEG9NyEHQzrrA,Top VarSity,158000,2026-06-24T13:00:38Z,https://www.youtube.com/watch?v=Lo1_qIYLlTI,00:11:44,12983,607,79,data analyst job|get data analyst job|data analyst job role|data analyst job 2025|data analyst job market|data analyst job details|how to get data analyst job|data analyst job postings|getting a data analyst job|how to get a data analyst job|data analyst job experience|data analyst job description|data analyst job is not for you|data analyst jobs|data analyst job requirements|data analyst job role explained|how to get data analyst job as a fresher,Education,https://i.ytimg.com/vi/Lo1_qIYLlTI/hqdefault.jpg,data analyst,2026-08-11,704,Short Video (5-30 minutes),24,6,2026
_1KEtCw_2v0,How to Learn Data Analytics & Get a Job in 2026 (Internship + Course),UC0T6MVd3wQDB5ICAe45OxaQ,WsCube Tech,4440000,2026-06-22T14:30:00Z,https://www.youtube.com/watch?v=_1KEtCw_2v0,00:04:32,12864,394,43,data analytics full course|data analytics for beginners|data analyst roadmap|learn data analytics|data analytics course 2026|data analytics from scratch|data analytics zero to hero|beginner data analytics|data analytics tutorial|data analyst skills|how to become data analyst|data analytics career|data analytics with projects|excel for data analytics|sql for data analytics|python for data analytics|wscube tech|wscube tech data analyst,Education,https://i.ytimg.com/vi/_1KEtCw_2v0/hqdefault.jpg,data analyst,2026-08-11,272,Very Short Video (Less than 5 minutes),22,6,2026
1EFz1SaBdMs,Accenture: Asked Incremental Refresh in Power BI | Data Analyst Interview,UC8LUT6Qn7MSvPQPM8ZJsW8g,LearnWidGiggs,107000,2026-06-29T13:30:05Z,https://www.youtube.com/watch?v=1EFz1SaBdMs,00:09:10,12636,523,46,power bi interview questions|power bi interview questions and answers|power bi interview|power bi interview questions for experienced professionals|power bi interview questions for freshers|power bi interview questions accenture|power bi scenario based interview questions|scenario based power bi interview questions|power bi real time scenarios|shashank singh power bi|power bi scenario based questions|power bi interview live|accenture power bi interview questions,Education,https://i.ytimg.com/vi/1EFz1SaBdMs/hqdefault.jpg,data analyst,2026-08-11,550,Short Video (5-30 minutes),29,6,2026
E-hFQvUw8Vs,Data Analytics Internship എങ്ങനെ സ്വന്തമാക്കാം? Step by Step Roadmap,UC7OtUZuGeKcsXkdiP_ETXDg,Entri Coding മലയാളം ,58600,2026-06-10T11:38:31Z,https://www.youtube.com/watch?v=E-hFQvUw8Vs,00:03:18,12133,340,21,python malayalam|data science malayalam|ai malayalam|free coding course|data science jobs|python programming|entri coding|ai course|malayalam tech|cybersecurity course|aws|software testing|full stack development|data scientist|gemini ai|python malayalam tutorial|data science internship|data science internship for freshers|data scientist roadmap|python,Entertainment,https://i.ytimg.com/vi/E-hFQvUw8Vs/hqdefault.jpg,data analyst,2026-08-11,198,Very Short Video (Less than 5 minutes),10,6,2026
yPm_7PhvJs4,50+ Companies Hiring Data Analysts  | Salary Up to ₹15+ LPA | Freshers Can Apply (2026),UCPcM4eZy-tDGC84M29y53lg,Insights with Vansh,7630,2026-06-17T15:23:46Z,https://www.youtube.com/watch?v=yPm_7PhvJs4,00:12:51,10865,415,18,data analyst jobs for freshers|data analyst jobs|data analytics jobs|data analyst jobs 2026|business analyst jobs|off campus jobs for freshers|data analyst internship|data analyst hiring|data analyst jobs on linkedin|linkedin jobs for freshers|companies hiring data analysts|freshers jobs 2026|data analytics career|data science jobs for freshers|business analytics jobs,Education,https://i.ytimg.com/vi/yPm_7PhvJs4/hqdefault.jpg,data analyst,2026-08-11,771,Short Video (5-30 minutes),17,6,2026
csJuhCeRfoQ,Claude AI + LinkedIn Job Search Tutorial | I Let AI Find My Next Data Analyst Job  Here's how,UCBOs6624oqScw8PaU-Jzw9A,Data Tutorials,241000,2026-06-22T05:25:23Z,https://www.youtube.com/watch?v=csJuhCeRfoQ,00:17:58,10522,248,13,data analyst jobs|claude ai|linkedin jobs|ai job search|data analytics career|claude tutorial|linkedin tutorial|ai tools for jobs|find jobs with ai|job search automation|data analyst 2026|linkedin job search|get hired faster|data analyst interview|career growth|job hunting tips|data analyst roadmap|analytics jobs|fresher jobs|artificial intelligence|job search strategy|career tips|tech jobs|remote jobs|data tutorials|powerbi|sql|excel|python,Education,https://i.ytimg.com/vi/csJuhCeRfoQ/hqdefault.jpg,data analyst,2026-08-11,1078,Short Video (5-30 minutes),22,6,2026
hjGy_cbYfCc,AI Taking Away Data Analyst Jobs! | The Truth You Need to Know!,UCV2On_SjdqwEG9NyEHQzrrA,Top VarSity,158000,2026-06-03T13:00:14Z,https://www.youtube.com/watch?v=hjGy_cbYfCc,00:08:19,10507,376,46,data analyst|data analyst job|data analyst 2026|data analyst 2025|data analyst jobs|data analyst india|data analyst basic|data analyst guide|data analyst career|data analyst skills|sql for data analyst|data analyst course|data analyst resume|data analyst salary|google data analyst|get data analyst job|become a data analyst|data analyst roadmap|data analyst fresher|fresher data analyst|data analyst overview|data analyst beginner|data analyst bootcamp,Education,https://i.ytimg.com/vi/hjGy_cbYfCc/hqdefault.jpg,data analyst,2026-08-11,499,Short Video (5-30 minutes),3,6,2026
HhxJjkTi6Bk,Why Freshers Should Choose Data Analyst Over Data Scientist (Real Truth),UC9-dovPdcjK2rJHwer-YHiQ,Data Logic With Shivam,20100,2026-06-11T07:30:30Z,https://www.youtube.com/watch?v=HhxJjkTi6Bk,00:00:38,10284,492,23,data analyst vs data scientist|why become a data analyst|data analyst career path|data science for beginners|fresher jobs data analytics|tech career advice|data analyst roadmap|datalogic vision,Education,https://i.ytimg.com/vi/HhxJjkTi6Bk/hqdefault.jpg,data analyst,2026-08-11,38,Very Short Video (Less than 5 minutes),11,6,2026
BrWMDeEbOlI,Don't Learn Data Analytics Until You Watch This! (Complete Career Guide 2026),UCBm0hPI-ykEloE6c8Tf15Vw,Tricky Man,744000,2026-06-30T13:32:24Z,https://www.youtube.com/watch?v=BrWMDeEbOlI,00:05:34,9933,67,11,#Trickyman|Piyush Sharma|data analytics career 2026|data analytics complete guide|how to become data analyst 2026|data analytics roadmap 2026|data analyst career India|data analyst salary India 2026|data analytics course 2026|best data analytics course India|data analyst jobs India 2026|data analyst for beginners|data analytics skills 2026|data analyst tools 2026|data analyst roadmap beginner to advance|data analyst future India 2026,Education,https://i.ytimg.com/vi/BrWMDeEbOlI/hqdefault.jpg,data analyst,2026-08-11,334,Short Video (5-30 minutes),30,6,2026
U6iqgZFWdAY,Best Data Analytics Projects to Get Hired in 2026 | Intellipaat,UCCktnahuRFYIBtNnKT5IYyg,Intellipaat,13300000,2026-06-10T15:30:22Z,https://www.youtube.com/watch?v=U6iqgZFWdAY,00:01:09,9425,242,3,data analytics projects|data analyst projects|data analytics portfolio|data analyst portfolio|exploratory data analysis|eda project|sql projects|sql business case study|customer segmentation project|ab testing project|data analytics|data analyst|data science projects|python projects|sql for data analytics|python for data analytics|business analytics|data visualization|power bi projects|tableau projects|analytics projects for beginners,Education,https://i.ytimg.com/vi/U6iqgZFWdAY/hqdefault.jpg,data analyst,2026-08-11,69,Very Short Video (Less than 5 minutes),10,6,2026
A0ibFMomabo,You're Already a Data Analyst: How Your Administrative and Clinical Skills Translate to Data Analyst,UCTTPKPWchiOEfEL6zJ1MJQg,Teaching Trends,26100,2026-06-23T05:17:12Z,https://www.youtube.com/watch?v=A0ibFMomabo,00:07:10,9341,98,7,,Education,https://i.ytimg.com/vi/A0ibFMomabo/hqdefault.jpg,data analyst,2026-08-11,430,Short Video (5-30 minutes),23,6,2026
Kn4IB8eAxDA,The Future of Data Analysts,UC0RhatS1pyxInC00YKjjBqQ,GeeksforGeeks,1230000,2026-06-19T11:30:01Z,https://www.youtube.com/watch?v=Kn4IB8eAxDA,00:01:04,8775,511,5,GeeksforGeeks|Programming|Algorithms|Data Structures|learn to code|learn coding|GFG|Coding Courses|GeeksforGeeks Courses|LIVE Coding classes|coding classes|Learn DSA,Education,https://i.ytimg.com/vi/Kn4IB8eAxDA/hqdefault.jpg,data analyst,2026-08-11,64,Very Short Video (Less than 5 minutes),19,6,2026
_Zdy6Atp2NE,Data Analyst Shortcut – Save Time Instantly #excel #excelforbeginners #exceltips #excelshortcuts,UCGtioGK12fmOlaQpxdIRD8Q,XL Automation,28600,2026-06-10T13:30:07Z,https://www.youtube.com/watch?v=_Zdy6Atp2NE,00:00:27,8187,220,0,excel for beginners|excel in hindi|excel tutorial|learn excel|microsoft excel|advance excel|advance excel in hindi|excel vba tutorial|excel automation|excel macros|excel tips and tricks|excel dashboard|excel data analysis|excel formulas|excel training|excel course|excel hindi tutorial|excel vba in hindi|excel tricks in hindi|excel spreadsheet|excel productivity|xl automation|spreadsheet formulas|spreadsheet equation|spreadsheets and formulas,Education,https://i.ytimg.com/vi/_Zdy6Atp2NE/hqdefault.jpg,data analyst,2026-08-11,27,Very Short Video (Less than 5 minutes),10,6,2026
6WcW8ZdclhA,Stop Learning EVERYTHING in Excel & SQL! (Data Analyst Roadmap),UC9-dovPdcjK2rJHwer-YHiQ,Data Logic With Shivam,20100,2026-06-05T13:26:53Z,https://www.youtube.com/watch?v=6WcW8ZdclhA,00:00:32,8183,527,13,,Education,https://i.ytimg.com/vi/6WcW8ZdclhA/hqdefault.jpg,data analyst,2026-08-11,32,Very Short Video (Less than 5 minutes),5,6,2026
9uXmDtFPCjQ,Data Analyst Internship out | For june 2026 | Work from Home | Stipend + Certificate,UCOyPZkQG36EpQsnO1Tnn--A,Guidance By Sunny,10100,2026-06-05T09:45:42Z,https://www.youtube.com/watch?v=9uXmDtFPCjQ,00:03:08,7266,203,23,Data Analyst Internship|Data Analyst Internship 2026|Work From Home Internship|Data Analytics Internship|Remote Internship India|Data Analyst Intern|June 2026 Internship|Virtual Internship|Internship for Students|Internship for Freshers|Data Science Internship|Excel Internship|Power BI Internship|SQL Internship|Analytics Internship|Stipend Internship|Certificate Internship|Remote Data Analyst Internship|Online Internship India,People & Blogs,https://i.ytimg.com/vi/9uXmDtFPCjQ/hqdefault.jpg,data analyst,2026-08-11,188,Very Short Video (Less than 5 minutes),5,6,2026
H3AO0j8eq8A,End to End Data Analytics Project | SQL Database to Interactive Dashboard,UCNiYzZU7VEkEsdJkzcF6ZmQ,WeXllent,8300,2026-06-08T13:30:02Z,https://www.youtube.com/watch?v=H3AO0j8eq8A,02:45:16,7137,361,201,Power BI|SQL|Data Analytics|Data Analyst Project|Power BI Dashboard|SQL Database|Business Intelligence|Data Visualization|Power BI Tutorial|SQL Tutorial|End to End Data Analytics Project|Data Analyst Portfolio Project|Power Query|DAX|Interactive Dashboard|Power BI Project|SQL Server|Data Cleaning|Data Modeling|Dashboard Design|Business Analytics|Data Analysis Project|Learn Power BI|Data Analytics Tutorial,Education,https://i.ytimg.com/vi/H3AO0j8eq8A/hqdefault.jpg,data analyst,2026-08-11,9916,Long Video (1 hour or more),8,6,2026
YBGIVKELZZs,"Data Analyst Banne Ki Sach — Salary, Tools, Daily Life, Growth | Career Reality 2026",UCRa83AUrtZrR4VqmRIBxuIQ,Youth Talks with Suresh,166,2026-06-06T15:41:59Z,https://www.youtube.com/watch?v=YBGIVKELZZs,00:24:58,6101,192,72,data analyst|data analyst kaise bane|data analyst salary india|data analyst career|data analyst daily life|data analyst tools|power bi tutorial hindi|data analyst roadmap|career in data|it career india|career guidance hindi|career podcast india|data analyst vs business analyst|data analyst interview|tableau vs power bi|python for data analyst|excel for data analyst|data analyst skills|data analyst fresher salary|career after bca|best it career india,Education,https://i.ytimg.com/vi/YBGIVKELZZs/hqdefault.jpg,data analyst,2026-08-11,1498,Short Video (5-30 minutes),6,6,2026
-_sQsEvsCTg,MASS  HIRING Data Analyst Jobs for Freshers 2026 | Data Analyst Fresher Salary 2026,UCVKyjXbEKdU1yj35hlUvKPQ,Jobsearchguru4u,15800,2026-06-20T08:29:50Z,https://www.youtube.com/watch?v=-_sQsEvsCTg,00:17:52,5904,164,23,data analyst|data analyst jobs for fresher|data analyst jobs for freshers|data analyst internship|data analyst jobs for|data analyst jobs for beginners|data analyst jobs for freshers 2026|data analyst jobs for freshers 2025|data analyst jobs for freshers salary|data analyst jobs for freshers in hyderabad|data analyst jobs for freshers work from home|data analyst jobs for freshers tamil|data analyst jobs for freshers in india|data analyst jobs for freshers in bangalore,Education,https://i.ytimg.com/vi/-_sQsEvsCTg/hqdefault.jpg,data analyst,2026-08-11,1072,Short Video (5-30 minutes),20,6,2026
YUhPM5s4tzc,Data Analyst Internship Hiring 2025 | Data Analyst Internship Hiring for Freshers | Top VarSity,UCIouX81BNWhqnKTLpZwz47Q,Jobs VarSity,5960,2026-06-21T16:17:19Z,https://www.youtube.com/watch?v=YUhPM5s4tzc,00:08:15,5749,158,5,data analyst internship|data analyst internship 2026|free data analyst internship|online data analyst internship|data analyst jobs internship|data analyst free internship|deloitte data analyst internship|virtual internship data analyst|data analyst internship for freshers|data analytics internship|data analyst interview for freshers|data analyst internship for freshers 2026|data analyst intern|data analyst internship work from home|data analyst intern jobs,Education,https://i.ytimg.com/vi/YUhPM5s4tzc/hqdefault.jpg,data analyst,2026-08-11,495,Short Video (5-30 minutes),21,6,2026
vKmlfu1ajlI,Power BI Roadmap for Data Analysts | How I Learned Power BI (What to Learn & Skip),UC9-dovPdcjK2rJHwer-YHiQ,Data Logic With Shivam,20100,2026-06-30T11:54:15Z,https://www.youtube.com/watch?v=vKmlfu1ajlI,00:15:17,5740,437,132,power bi roadmap|power bi roadmap 2026|power bi|power bi tutorial|power bi for beginners|learn power bi|power bi roadmap for data analyst|how to learn power bi|power bi learning path|power bi complete roadmap|power bi projects|power bi dax|power query tutorial|power bi service|pl 300|microsoft pl300|microsoft learn|data analyst|business intelligence|microsoft power bi|power bi dashboard|power bi workspace|bookmarks power bi|power bi data modelling,Education,https://i.ytimg.com/vi/vKmlfu1ajlI/hqdefault.jpg,data analyst,2026-08-11,917,Short Video (5-30 minutes),30,6,2026
BY0O8pUNW5s,How to use Codex as your AI data analyst,UCGtXqPiNV8YC0GMUzY-EUFg,Marketing Against the Grain,96900,2026-06-03T14:00:17Z,https://www.youtube.com/watch?v=BY0O8pUNW5s,00:31:09,5718,153,5,marketing against the grain|matg podcast|kipp and kieran|hubspot|hubspot podcast|codex data analysis|openai codex|codex tutorial|agentic analytics|ai data analysis|ai for data analysts|data analyst ai|cohort analysis|root cause analysis|customer retention analysis|chatgpt data analysis|ai data science|gpt 5.5|codex demo|ai leadership deck|csv analysis ai|data analyst career|ai for marketers|sundas khalid|ai tools 2026|agentic ai,Education,https://i.ytimg.com/vi/BY0O8pUNW5s/hqdefault.jpg,data analyst,2026-08-11,1869,Medium Video (30-60 minutes),3,6,2026
